parameter,value,num_trials,auc,accuracy,rmse,log_loss,auc_std,accuracy_std,rmse_std,log_loss_std
p_guess,0.0,3,0.617008393172033,0.6612012573273299,0.5256495094942025,0.8283448115261876,0.0,0.0,0.0,0.0
p_guess,0.05,3,0.7839564631324528,0.7207543963979272,0.45138216247388446,0.6034410733105766,1.1102230246251565e-16,0.0,0.0,0.0
p_guess,0.1,3,0.7864915153354838,0.7266162603007391,0.43813225377147913,0.5686681329370251,1.1102230246251565e-16,0.0,0.0,0.0
p_guess,0.15000000000000002,3,0.7879579959733795,0.7278056239911649,0.431172546161241,0.5515684898997509,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0
p_guess,0.2,3,0.7893353472380505,0.7282303967377453,0.4278819751254351,0.5436546114981504,0.0,0.0,5.551115123125783e-17,0.0
p_guess,0.25,3,0.789869291187104,0.7284852603856936,0.42743015840825466,0.5419351974003913,0.0,0.0,0.0,0.0
p_guess,0.30000000000000004,3,0.7901146682009342,0.7285702149350097,0.42941002870515566,0.5449970314072888,1.1102230246251565e-16,0.0,0.0,0.0
p_guess,0.35000000000000003,3,0.790303360300728,0.7259366239062102,0.4335927587623389,0.5521500713628364,1.1102230246251565e-16,0.0,5.551115123125783e-17,0.0
p_guess,0.4,3,0.7903531788198291,0.6928893042222412,0.4398324926951995,0.5631219078620006,1.1102230246251565e-16,0.0,0.0,0.0
