sample_size,trial,model,test_auc,test_accuracy,test_rmse
50,0,Standard BKT,0.48215139442231075,0.6675531914893617,0.4747765556214866
50,0,BKT with Forgetting,0.4891314741035857,0.6728723404255319,0.4736568541997797
50,0,Individualized BKT,0.6736254980079681,0.6781914893617021,0.45494234595440064
50,0,Improved BKT (Time),0.6193944223107569,0.6861702127659575,0.46375016030205757
50,0,Logistic Model (PFA),0.6255298804780877,0.6861702127659575,0.45882602590047145
50,0,Deep Knowledge Tracing,0.5076972111553785,0.6648936170212766,0.47416016709311765
50,1,Standard BKT,0.5435945806894186,0.6840659340659341,0.46615550973300357
50,1,BKT with Forgetting,0.5478477105127765,0.6730769230769231,0.4653910736607537
50,1,Individualized BKT,0.6702966901046132,0.7060439560439561,0.4493405638616494
50,1,Improved BKT (Time),0.5357914594409192,0.6620879120879121,0.47211175685765133
50,1,Logistic Model (PFA),0.5489281426856457,0.6813186813186813,0.4685070603677275
50,1,Deep Knowledge Tracing,0.49789058480535076,0.6730769230769231,0.47319512137574443
100,0,Standard BKT,0.5493313835050346,0.6472868217054264,0.4784847822435052
100,0,BKT with Forgetting,0.5576836330830568,0.6447028423772609,0.4779537421790506
100,0,Individualized BKT,0.6911486525813398,0.665374677002584,0.4600033825894202
100,0,Improved BKT (Time),0.6219115592806006,0.6627906976744186,0.4676765489602863
100,0,Logistic Model (PFA),0.6251236831383504,0.6472868217054264,0.46911946881971534
100,0,Deep Knowledge Tracing,0.5214408358069962,0.6434108527131783,0.4804863469858903
100,1,Standard BKT,0.507969411852907,0.6602067183462532,0.47416817410657197
100,1,BKT with Forgetting,0.5161862278367133,0.6666666666666666,0.4725978212931648
100,1,Individualized BKT,0.6777973535255088,0.6718346253229974,0.45477252760133985
100,1,Improved BKT (Time),0.6236158488585672,0.6640826873385013,0.46368628598011175
100,1,Logistic Model (PFA),0.6161000112456423,0.6692506459948321,0.46260344402313247
100,1,Deep Knowledge Tracing,0.5203696067773738,0.665374677002584,0.4713916470156795
200,0,Standard BKT,0.5465584041357352,0.6703367875647669,0.4679000858642726
200,0,BKT with Forgetting,0.5527893959019247,0.6722797927461139,0.4669702876384455
200,0,Individualized BKT,0.6931978339885765,0.6800518134715026,0.450777101768884
200,0,Improved BKT (Time),0.620136792713011,0.6813471502590673,0.4591532904409402
200,0,Logistic Model (PFA),0.6337590036499612,0.677461139896373,0.4592931246630959
200,0,Deep Knowledge Tracing,0.5545791893243863,0.6690414507772021,0.46813103492095426
200,1,Standard BKT,0.535719506490469,0.6561290322580645,0.4768110023044088
200,1,BKT with Forgetting,0.5438892381008069,0.6535483870967742,0.4759603630326522
200,1,Individualized BKT,0.6923504926324406,0.6690322580645162,0.4589321813191746
200,1,Improved BKT (Time),0.6227862603789031,0.6574193548387097,0.46701014846129246
200,1,Logistic Model (PFA),0.6074435738510116,0.6593548387096774,0.46883245849997146
200,1,Deep Knowledge Tracing,0.5784328952754063,0.6496774193548387,0.47397188198717705
300,0,Standard BKT,0.5233119445861412,0.6538782318598833,0.4763653596749145
300,0,BKT with Forgetting,0.5284644209121346,0.6530442035029191,0.4756347912127894
300,0,Individualized BKT,0.686236667190838,0.6626355296080066,0.4605058618930036
300,0,Improved BKT (Time),0.6162187558729562,0.6605504587155964,0.4663235040636859
300,0,Logistic Model (PFA),0.6119215737413176,0.664303586321935,0.467872545703131
300,0,Deep Knowledge Tracing,0.610449547231033,0.6542952460383653,0.4686433110467528
300,1,Standard BKT,0.5201987706095249,0.6476987447698744,0.4791545505780729
300,1,BKT with Forgetting,0.526940119875146,0.6472803347280335,0.47831539340474494
300,1,Individualized BKT,0.6827149997127593,0.6635983263598326,0.46094304675568193
300,1,Improved BKT (Time),0.6147871545929798,0.6627615062761506,0.4683635135289135
300,1,Logistic Model (PFA),0.6155764922157753,0.6506276150627615,0.46980595098116873
300,1,Deep Knowledge Tracing,0.5829597288447176,0.6497907949790795,0.4732298232438319
